geometry,SPEED_LIMIT
"MULTILINESTRING ((281459.2297580441 5657118.341280507, 281444.7114049571 5657118.666248435, 281430.19959141104 5657118.979843418, 281415.6812362333 5657119.304893012, 281401.16942053335 5657119.618569623))",
"MULTILINESTRING ((276937.2412082071 5657330.747657877, 276942.96188798884 5657336.670734107, 276948.3135690856 5657343.645554197, 276952.6344221869 5657350.497848182, 276957.7300422272 5657360.000835949, 276960.91854778165 5657367.470071219, 276963.6729445148 5657376.272297947, 276965.3521542604 5657384.575230827, 276966.77589382674 5657393.468355303, 276968.2310467628 5657405.690264962, 276972.60233646457 5657440.540314863))",40.0
"MULTILINESTRING ((278312.1062813185 5668117.403220722, 278314.5052057024 5668109.960149002, 278317.70464518794 5668100.110269394, 278319.42164032685 5668094.73477203, 278321.1295056374 5668090.774149979, 278322.45341121743 5668087.988386604, 278324.191935502 5668084.739254337, 278326.9501398875 5668080.265600867, 278330.6111941389 5668074.784076803, 278333.4706090066 5668070.707022437, 278336.6715195001 5668066.258853269, 278339.3714636476 5668062.222086077, 278342.0657692095 5668057.72892021, 278344.29273491906 5668054.102349806, 278346.1025000071 5668050.716506195, 278347.4868174436 5668047.705395827, 278348.60995656124 5668045.139905225, 278349.92431285884 5668042.131809601, 278350.9387814973 5668039.158908378, 278351.5739839998 5668036.981980361, 278352.64444925403 5668033.193619691, 278353.18640998064 5668030.642028907, 278353.701074384 5668027.45676863, 278354.0240436216 5668024.702996527, 278354.04310491326 5668021.728425645, 278353.98980722687 5668018.701283628, 278354.0321477307 5668016.104389715, 278353.6308367955 5668013.459781349, 278353.2642978907 5668011.4596581925, 278352.70725323167 5668008.454216388, 278351.79051367444 5668005.397443604, 278350.9624151641 5668002.771220402, 278349.8520615059 5668000.101468077, 278348.4531216467 5667997.566661744, 278347.11169408896 5667994.739799525, 278345.48130557383 5667991.713770476, 278342.9613175492 5667988.213733529, 278340.34483343235 5667983.938219758, 278338.2607261543 5667980.631022274, 278336.1965438926 5667977.623683401, 278334.0413211548 5667974.130211065, 278331.8918429075 5667970.770143673, 278330.05574938015 5667968.176210868, 278328.2784164088 5667965.156516692, 278326.3995057333 5667961.406114777, 278323.60939017 5667954.565292737, 278322.0628714353 5667950.232551947, 278320.3797716942 5667945.983659295, 278317.8193834792 5667938.9436022015))",
"MULTILINESTRING ((286307.33705840824 5661751.133113697, 286307.6232926524 5661763.794358016, 286307.90952891705 5661776.455602507, 286308.1962280055 5661789.12796437, 286308.4824683096 5661801.789209205))",40.0
"MULTILINESTRING ((292296.50262493134 5671323.46148964, 292301.43596515444 5671297.549907732, 292306.29482075106 5671273.779389622, 292309.7184150843 5671247.416593423, 292312.9531080653 5671190.72793706, 292312.97993951244 5671175.793952477, 292313.98953969823 5671161.610888311, 292316.8108638718 5671148.935881236, 292320.49715601024 5671141.548764965))",
"MULTILINESTRING ((282241.3150964187 5656429.57514061, 282238.9584624487 5656371.852363131, 282236.59530471533 5656314.14100196, 282234.2316978029 5656256.418527406, 282231.8681104612 5656198.696056482))",40.0
"MULTILINESTRING ((282911.4064310473 5663344.910011919, 282926.5317136416 5663372.404470649, 282941.6493779586 5663399.888148123, 282956.7738975525 5663427.371571477, 282971.89873804833 5663454.866152816))",40.0
"MULTILINESTRING ((292690.5222810708 5665855.764139407, 292689.56029770325 5665833.7880523205, 292688.5913172145 5665811.812247605, 292687.6293374696 5665789.836161637, 292686.66036054585 5665767.860358042))",40.0
"MULTILINESTRING ((294032.4211812872 5671705.889215642, 294033.1556835179 5671723.865737777, 294033.4358022922 5671736.270495115, 294033.48882781307 5671737.593483905, 294033.6679953418 5671738.7443857305, 294033.9493517848 5671739.824379347))",40.0
"MULTILINESTRING ((285677.6563576452 5663233.167817977, 285680.3576625295 5663282.7684766315))",40.0
"MULTILINESTRING ((287717.6501532264 5647101.360065264, 287679.8546963326 5647115.87120709, 287678.59556181333 5647116.223485584, 287677.4331369073 5647116.360220738, 287676.12904345035 5647116.302319697, 287674.7091008275 5647115.993045382, 287673.3611480756 5647115.380154937, 287671.99496642745 5647114.322581688, 287671.03894100443 5647113.315010012, 287670.31719196 5647112.186477302, 287669.0464936794 5647109.510305479, 287667.89319970994 5647106.951814501, 287666.8089716154 5647104.190048811, 287665.6602647096 5647100.885274247, 287664.8557276012 5647098.423844679, 287664.0869569507 5647095.805048361, 287663.391087068 5647092.904869649, 287662.66130392905 5647089.349071377, 287662.24375940615 5647086.715877177, 287661.9404305746 5647084.1225439, 287661.50764233863 5647079.229415331, 287661.37046723894 5647075.883174888, 287661.3962247571 5647072.563662518, 287661.561751432 5647069.049112605, 287661.879273877 5647065.2944809375, 287662.39603143325 5647061.76553297, 287662.8188923708 5647058.864036784, 287663.5149907933 5647055.76203191, 287664.1083448432 5647053.243298476, 287664.9522288883 5647050.313407917, 287665.95878049586 5647047.232084555, 287667.03804715374 5647044.0364231495, 287668.1052445629 5647041.576216864, 287669.3124021933 5647038.753929406, 287670.29884069215 5647036.898365117, 287681.4885265842 5647014.624748773, 287685.93983154604 5647004.943496759))",40.0
"MULTILINESTRING ((284181.3000878419 5643394.58853365, 284180.80833195825 5643391.401777702, 284180.3866679084 5643386.853490427, 284179.9822114374 5643382.549483105, 284179.5110439131 5643376.811684389, 284179.1713078602 5643370.678649624, 284179.1007692006 5643366.783920988, 284178.97757959046 5643361.454815865, 284178.9131878797 5643353.985116702, 284179.15361794824 5643349.609727252, 284179.2573467712 5643345.841380683))",50.0
"MULTILINESTRING ((278935.80213428254 5665249.732207579, 278889.4131283978 5665251.757140081))",40.0
"MULTILINESTRING ((281679.7619145599 5659446.670356213, 281683.71765774395 5659451.225029165, 281688.18497744395 5659455.758058018, 281694.863383943 5659461.277815665))",
"MULTILINESTRING ((283508.5248872723 5641151.0122427745, 283509.98460521526 5641149.525912368, 283511.374613339 5641147.719539713, 283512.9318608424 5641145.193472447, 283513.849360825 5641143.206359064, 283514.40710888815 5641141.546067155, 283515.09855398594 5641138.699757961, 283515.34090887394 5641136.740808208, 283515.32204662403 5641134.937525912, 283515.18083898677 5641131.045736095, 283514.99472911994 5641126.921958548, 283514.7862065603 5641122.598663827, 283514.5700364749 5641119.612035601, 283514.32163571805 5641115.3460855475, 283514.1047712318 5641112.849480378, 283513.7007182411 5641107.554353983, 283513.3908024434 5641104.515955187, 283513.0208345452 5641100.54461822, 283512.4621352531 5641095.088899417, 283512.06140926917 5641091.73133812, 283511.6312372717 5641088.174553045, 283511.2381635909 5641085.507118747, 283510.8159513123 5641081.972274136, 283510.3448187028 5641078.784693311, 283509.62915445166 5641074.126194616, 283509.070533987 5641070.530222909, 283508.32634985243 5641065.69473435, 283507.7382823005 5641061.899538984, 283506.8430800377 5641056.1460432485, 283505.85667921277 5641049.8952216515, 283505.2775740209 5641045.977154064, 283504.359027589 5641040.001907799, 283503.2992010006 5641033.342108977, 283502.0679502469 5641025.27516026, 283500.73939359415 5641016.733413032, 283499.4361067228 5641008.290837913, 283498.1281796498 5640999.737094258, 283496.8449820364 5640991.438452435, 283495.4017977989 5640982.344676337, 283493.91525109054 5640972.71817041, 283493.01407696435 5640966.653110742, 283492.4569863246 5640962.756398051, 283492.1135186631 5640960.2650748445, 283491.6891308366 5640957.3539506635, 283491.1416208657 5640953.011389246, 283490.78787311143 5640950.44254134, 283490.24538694194 5640946.389312343, 283489.6838862096 5640941.880291234, 283489.27765624854 5640938.222282383, 283489.0436263819 5640936.327750257, 283488.8405112126 5640934.498745853))",50.0
"MULTILINESTRING ((278445.031466088 5665579.388844483, 278446.82389008923 5665579.322861314, 278450.7507710863 5665579.153905734))",40.0
"MULTILINESTRING ((292923.43031787255 5672248.908039268, 292921.45109590865 5672257.99649385, 292919.75435546983 5672268.187123148, 292918.66971064726 5672276.192780558, 292918.0189960244 5672285.584032954, 292917.92651007924 5672290.06426531, 292918.41088824254 5672297.739431502, 292920.6150974082 5672332.972666545, 292923.30412627116 5672375.892187805))",50.0
"MULTILINESTRING ((283236.4473499437 5664345.510899384, 283242.0268439737 5664344.596773389, 283246.3876942314 5664344.223950967, 283248.9184331106 5664344.195421504, 283251.814657434 5664344.351977477, 283255.0129178676 5664345.01925673, 283258.2658145301 5664345.984932974, 283260.98566189455 5664346.783713384, 283264.13263121946 5664348.065680763, 283266.55146589817 5664349.378285364, 283268.67254811106 5664351.115480475, 283269.3713315478 5664351.720878428, 283271.33744839055 5664353.4423208125, 283274.8467957512 5664356.836178538, 283277.1476245939 5664359.1783388825, 283279.4862929288 5664361.919833269))",
"MULTILINESTRING ((293549.5000443943 5660720.94232532, 293518.74318377103 5660721.616929981, 293507.3816767769 5660724.399104063))",40.0
"MULTILINESTRING ((284055.5026834197 5664597.067490233, 284037.5268357316 5664611.931345468, 284021.90301325696 5664624.847954319))",40.0
"MULTILINESTRING ((284954.69480095664 5667722.855560728, 284953.64724004036 5667730.995676445, 284952.90925731626 5667737.151669665, 284952.35750719893 5667742.564861897, 284951.6950705221 5667748.85133808, 284950.97122537036 5667757.022473096, 284950.6632677837 5667760.554521722, 284950.1829955429 5667768.180918903))",40.0
"MULTILINESTRING ((294808.4530161922 5668796.600607711, 294830.90160244063 5668797.34202263, 294853.3506192232 5668798.094652835))",40.0
"MULTILINESTRING ((284341.65372399346 5643599.048236268, 284388.2800898488 5643616.252411046, 284397.80770769494 5643619.1414362425, 284406.43805701646 5643621.789378755, 284416.34699101304 5643624.874169986, 284420.2352132788 5643626.260448588, 284425.2484010934 5643627.945183359))",
"MULTILINESTRING ((282641.19674422446 5650542.936178471, 282638.8338185783 5650500.74985149, 282633.7295974968 5650439.512634286))",40.0
"MULTILINESTRING ((286368.7721873437 5668477.826805382, 286376.55943137815 5668470.275876484), (286208.30090117874 5668623.253663922, 286315.2118589332 5668526.724173783, 286345.06428553327 5668498.890400759, 286368.7721873437 5668477.826805382))",80.0
"MULTILINESTRING ((286305.77306410315 5639716.48826452, 286313.66211746226 5639704.771663236, 286317.37634363887 5639701.021941617))",50.0
"MULTILINESTRING ((281592.58793291677 5656862.753285326, 281586.9825752378 5656861.587130377, 281583.8163669555 5656860.629640884, 281578.2084910517 5656856.913254559, 281574.2434448708 5656852.347799073, 281572.2558569876 5656848.533964508, 281570.24896564014 5656834.965033537))",40.0
"MULTILINESTRING ((284808.4603128164 5664370.019363041, 284810.39783612674 5664414.384521454))",40.0
"MULTILINESTRING ((273525.3978649168 5671335.160384666, 273509.4954543 5671335.014577875, 273493.1843323518 5671334.496984734, 273477.61739554745 5671332.743690575, 273462.8127628681 5671330.16601293, 273449.98738378915 5671327.512276107, 273438.3576494637 5671324.805867518, 273430.80196514586 5671324.7267946685, 273427.67913113564 5671327.6267941315))",40.0
"MULTILINESTRING ((291326.34188756096 5644939.373876855, 291324.51084597944 5644894.416914232))",40.0
"MULTILINESTRING ((284288.7294906882 5669072.295652942, 284311.05974338175 5669071.593062828))",50.0
"MULTILINESTRING ((283232.2080453701 5653900.250940623, 283231.31014457473 5653878.171370228, 283230.12552921404 5653849.087786431))",40.0
"MULTILINESTRING ((291455.75371494255 5670404.285971138, 291455.55664171436 5670399.427642226, 291455.36137248063 5670394.61378317))",
"MULTILINESTRING ((279831.77920834074 5655893.702630581, 279841.66142500157 5655893.470747137))",
"MULTILINESTRING ((281123.748828943 5671205.459875435, 281125.00215366564 5671203.802734824, 281126.1143649663 5671201.628150754, 281127.0493004285 5671199.238369955, 281127.80885353434 5671196.677860872, 281128.2717923552 5671193.896099251, 281128.3244589164 5671191.020434999, 281127.8904955799 5671184.612696, 281127.6280966942 5671176.805489893, 281127.38700084307 5671169.498554919, 281127.06109206623 5671161.515856672, 281126.77876703744 5671156.0371934185, 281126.4407997246 5671149.580817829))",40.0
"MULTILINESTRING ((274528.65100441215 5658799.842965304, 274537.36198626575 5658792.679335411, 274557.32837048813 5658777.116032846, 274577.3018836605 5658761.552504992, 274596.26242884924 5658746.590206554))",50.0
"MULTILINESTRING ((283270.81759928586 5658752.361210465, 283216.0258166827 5658757.090424909, 283161.24157025304 5658761.831045989, 283106.4499081016 5658766.561428504, 283051.6583061222 5658771.2923950935))",40.0
"MULTILINESTRING ((287187.26704318856 5660686.033186664, 287197.4316651992 5660681.67156026, 287214.89073774335 5660673.122472188, 287234.74096788635 5660663.672996541, 287254.0738061615 5660654.7794797635, 287272.03951294365 5660645.407896663, 287284.73295388446 5660639.227180712, 287299.7681613554 5660630.778372684, 287313.5141601156 5660623.741385328, 287325.65230613505 5660617.026870924, 287340.64743703953 5660608.62438809))",40.0
"MULTILINESTRING ((278751.72560305404 5674465.900590022, 278713.1855098949 5674472.851825432, 278696.9534568243 5674474.208528617))",50.0
"MULTILINESTRING ((292800.135211119 5666225.91510057, 292758.11116380367 5666227.98529204))",40.0
"MULTILINESTRING ((293879.41141769406 5665669.875181317, 293903.5310253761 5665673.831479178, 293917.98529773764 5665678.185865456))",50.0
"MULTILINESTRING ((284014.15913563524 5669041.197661081, 284034.0472609267 5669014.202199874))",
"MULTILINESTRING ((292649.32258868427 5666547.544757479, 292620.09983285517 5666585.970227306))",40.0
"MULTILINESTRING ((285881.53152750444 5648689.243901293, 285879.0467015165 5648644.301319647))",40.0
"MULTILINESTRING ((281719.3545475934 5664419.797381419, 281718.06352369266 5664417.468761245, 281716.22466249776 5664414.29466673, 281711.25530280016 5664405.272638021, 281707.16235539806 5664397.071025715, 281703.63089931244 5664390.037285078, 281698.68430901406 5664382.0500461375))",
"MULTILINESTRING ((275525.9358418911 5666658.885635729, 275542.05873856554 5666705.263074794))",40.0
"MULTILINESTRING ((282695.4816551779 5649755.316798624, 282694.01542194106 5649713.193101762))",40.0
"MULTILINESTRING ((282877.09497345355 5669578.842478474, 282831.75965279405 5669631.2184887, 282830.100651318 5669632.914550153, 282828.55341226695 5669634.104727432, 282826.34121619863 5669635.144794865, 282823.94665648247 5669636.014372745, 282822.05594907014 5669636.205590155, 282820.04164696415 5669636.29065791, 282818.20637455373 5669636.301343581, 282816.38541422895 5669635.821397367))",40.0
"MULTILINESTRING ((281647.21997507423 5650134.607933308, 281548.7585526675 5650137.8391334405, 281504.51442687906 5650139.7070606975))",
"MULTILINESTRING ((284587.6155009803 5664150.158672306, 284574.2380170566 5664155.97454931, 284560.43768285797 5664161.74132714, 284552.9685194271 5664164.771029915, 284543.5738495212 5664168.549472613, 284528.2607434076 5664174.702573244, 284518.8600620701 5664178.336538795, 284512.0911419436 5664181.002915186, 284505.3101371253 5664183.38025428, 284499.8343269938 5664184.934576026, 284494.99849341996 5664186.194852384))",50.0
"MULTILINESTRING ((290086.02260609815 5643199.617767221, 290098.58798923536 5643155.347389173))",40.0
"MULTILINESTRING ((286670.8193186157 5670817.184000914, 286675.12151957955 5670813.675662884, 286680.811949781 5670809.0183479935, 286686.1274977075 5670804.610461922, 286690.7366067713 5670800.733036355, 286691.9341230899 5670799.714473554))",40.0
"MULTILINESTRING ((281421.704657156 5661633.509674687, 281412.09570322954 5661624.528542022))",40.0
"MULTILINESTRING ((286420.4744036913 5668220.577675682, 286462.9209713696 5668218.537330241))",40.0
"MULTILINESTRING ((278808.35716749297 5662380.166827688, 278782.0677525662 5662414.907810419, 278755.6787590778 5662449.118631053, 278729.2971346007 5662483.329297115, 278703.1318980569 5662516.851449716))",
"MULTILINESTRING ((284538.6995421654 5659314.493842418, 284536.14664145076 5659279.754332694, 284534.3667986735 5659259.660452008))",
"MULTILINESTRING ((289587.6484341908 5642730.669690117, 289557.0511602447 5642724.249834449))",
"MULTILINESTRING ((294329.4785128905 5643266.702863112, 294328.29939803155 5643245.3152907435))",40.0
"MULTILINESTRING ((288413.65737192077 5654167.301858644, 288439.99659268255 5654166.179013372, 288463.2637335779 5654165.193183789))",40.0
"MULTILINESTRING ((283959.15874165023 5653042.91015243, 283957.2222541182 5652995.72801454, 283956.65276055597 5652981.93148858, 283956.6346141711 5652979.983369665, 283956.65272259794 5652977.220775561, 283956.94257617125 5652974.569326817, 283957.12280473043 5652972.490417539, 283957.51915799454 5652970.369067723, 283957.76689209265 5652969.40098172))",40.0
"MULTILINESTRING ((295336.55885067035 5667118.429041162, 295338.08024448453 5667155.804819804, 295339.60164488887 5667193.180600053, 295341.12305187987 5667230.55638191, 295342.64446545835 5667267.932165375))",40.0
"MULTILINESTRING ((279641.9755710375 5674313.190070608, 279643.6839818135 5674305.364992099, 279645.8239075118 5674297.643910559, 279648.38232819526 5674290.049660539, 279651.360199519 5674282.60447695, 279654.7449782418 5674275.342311634, 279658.53015468904 5674268.274582397, 279662.6957201932 5674261.42442393, 279667.22913075273 5674254.82578822, 279668.6771083749 5674252.513865703, 279669.8104627358 5674250.048379626, 279670.63014754036 5674247.451564016, 279671.0139098976 5674245.463744948))",40.0
"MULTILINESTRING ((277299.5992895689 5676674.621349179, 277297.677619028 5676629.217132389, 277295.7634281025 5676583.823731699, 277293.8417821326 5676538.419519294, 277292.8704637309 5676515.394867487, 277291.9276158981 5676493.0261229845, 277291.88901604945 5676492.136757911, 277290.81134710443 5676467.145296544, 277289.6880970321 5676441.26477398, 277288.57183574536 5676415.383948971, 277287.45509574044 5676389.492007615, 277286.3388419995 5676363.611184037, 277285.22259203123 5676337.730361177, 277284.10634583276 5676311.84953903, 277282.99010340706 5676285.968717599, 277281.87386475375 5676260.087896884, 277281.56941767177 5676253.07303164, 277280.75714738935 5676234.195959825, 277279.74802696775 5676210.783127873, 277279.6409162812 5676208.315140542, 277278.52468894306 5676182.434321974, 277277.40846537857 5676156.553504123, 277276.29224558495 5676130.672686988, 277275.17602956225 5676104.791870568, 277274.05981731316 5676078.911054863, 277272.9361407846 5676053.019425984, 277271.81993604475 5676027.138611711, 277270.70373507764 5676001.257798154, 277270.6622428607 5676000.301731204, 277269.5875378807 5675975.376985314, 277268.4713444566 5675949.496173187, 277267.3551548054 5675923.615361778, 277266.2384864639 5675897.723434027, 277265.1223043583 5675871.84262405, 277264.54673049104 5675858.579976294, 277264.0061260228 5675845.961814787, 277262.8899514612 5675820.08100624, 277261.77378067066 5675794.200198409, 277260.65761365136 5675768.319391294, 277259.5409679543 5675742.42746784, 277258.4248084817 5675716.5466621565, 277257.30865278194 5675690.665857189, 277256.5627883633 5675673.478892049, 277256.1855147447 5675664.785356114, 277255.0693665532 5675638.904552577, 277253.9532221331 5675613.023749758, 277252.8370814868 5675587.142947653, 277251.7204621715 5675561.251029212, 277251.496127462 5675556.081599886, 277250.60432907124 5675535.370228538, 277249.48819974146 5675509.489428582, 277248.37207418575 5675483.608629339, 277247.25595240155 5675457.727830814, 277246.1398343886 5675431.847033005, 277245.02323771897 5675405.955118858, 277243.01759850327 5675360.866485414, 277241.8858585713 5675335.431888189, 277241.07227284834 5675317.167485335, 277240.7536395132 5675309.98617461, 277239.5565462998 5675283.20671903, 277238.3659609306 5675256.415843989, 277237.1753792358 5675229.624969721, 277235.98528363474 5675202.845213274, 277234.5296294108 5675170.107023208, 277234.05543047027 5675159.501966155, 277232.125104448 5675116.147604014, 277230.1952703991 5675072.804360944, 277228.2654459064 5675029.461119896, 277225.83249578346 5674964.843898683, 277218.0564501742 5674758.538444353, 277213.075068946 5674626.312952257, 277212.84421600436 5674620.185946553, 277206.4878369551 5674493.700505702, 277205.1460784947 5674467.617909936, 277192.30396547064 5674218.116616063))",50.0
"MULTILINESTRING ((294956.8603418062 5660095.29387643, 294970.8551164268 5660078.558403623, 294984.84954287676 5660061.811853996, 294998.8515116404 5660045.076183973, 295012.8465674259 5660028.340833064))",40.0
"MULTILINESTRING ((274990.17403963936 5668528.892678503, 274989.5220487955 5668531.293625446, 274988.6508635229 5668533.971475784, 274987.2591246192 5668538.209162114, 274985.6143753353 5668542.591573475, 274983.7408497508 5668548.153500116, 274981.6522441509 5668554.727270825, 274979.9427705336 5668560.994867013, 274978.8030092171 5668565.544542325, 274977.6593602529 5668570.005282746, 274976.9245466828 5668573.557086843, 274976.2879743738 5668577.271666551, 274975.8988770416 5668580.875177969, 274975.3219757568 5668584.8321876945, 274975.1770599586 5668588.569814691, 274975.0710464647 5668593.196793985, 274975.16091647156 5668597.815205052, 274975.25343878753 5668603.135205098))",40.0
"MULTILINESTRING ((278333.1076586802 5662833.9431638075, 278334.74577292986 5662866.483365807, 278335.99639500026 5662897.68145777, 278336.1385722998 5662901.1502490565))",50.0
"MULTILINESTRING ((286234.85829414136 5647035.347808901, 286207.9255352083 5647060.835993311, 286180.9855609114 5647086.313498522, 286154.0463136873 5647111.8022687035, 286127.1139002141 5647137.279779741))",50.0
"MULTILINESTRING ((277594.1925374082 5657743.284607092, 277593.6964806971 5657731.444529499, 277593.15723024216 5657719.416975317, 277592.7680637714 5657711.036058722, 277592.6014750727 5657708.147483096))",40.0
"MULTILINESTRING ((284675.8145781747 5662826.964769129, 284677.400640061 5662876.344854389))",40.0
"MULTILINESTRING ((273209.1790024 5670881.631254273, 273204.25364276976 5670871.311523448))",40.0
"MULTILINESTRING ((282806.322022346 5671500.384041887, 282797.06727762846 5671505.6309091775))",
"MULTILINESTRING ((280609.82974892866 5650003.803297798, 280633.2607535053 5650007.843884492, 280656.6921857627 5650011.895693093))",40.0
"MULTILINESTRING ((276827.9897068239 5668060.684480909, 276816.2278794339 5668062.308444271, 276806.92953477084 5668064.003778128, 276794.7092616906 5668068.632630056, 276783.39732009394 5668074.324756356, 276772.58260950446 5668081.298469052, 276763.64966930525 5668091.899477105, 276755.5816726492 5668102.24021658, 276749.6734309976 5668112.275638382, 276722.6210694056 5668170.208221995))",50.0
"MULTILINESTRING ((282397.7956615612 5641970.444081178, 282399.9864872983 5641963.224892315, 282402.92681151954 5641937.933282342, 282402.1124490852 5641901.551367333, 282398.4378042687 5641827.536976868, 282388.7594085236 5641589.53462919, 282382.12276763894 5641426.241427662, 282375.42495789606 5641294.077068836, 282362.95526092657 5640954.884140245, 282354.5602184201 5640781.062966435))",60.0
"MULTILINESTRING ((290479.2617316017 5646174.534651274, 290478.0218120092 5646177.98106839, 290477.0144737313 5646181.262185914, 290476.2496161129 5646183.230664026, 290475.69918814127 5646184.410997571))",50.0
"MULTILINESTRING ((286246.18711197324 5641112.287182339, 286245.13348438195 5641111.506528066, 286238.58911870886 5641106.720416964, 286231.55048818537 5641101.5649183905, 286224.6936151965 5641096.546707273, 286219.49989076506 5641092.740614687, 286215.06978456967 5641089.515541185, 286210.33422213513 5641086.058065932, 286208.3299833647 5641084.603885278, 286206.57172671217 5641083.306609501))",40.0
"MULTILINESTRING ((276236.36417937523 5664767.968374307, 276220.0404516706 5664793.437087385, 276203.7168954654 5664818.905857444, 276187.39351076365 5664844.374684484, 276171.0632967261 5664869.843872744))",40.0
"MULTILINESTRING ((284430.05450539093 5672505.098912719, 284422.47675420006 5672506.07393729, 284411.05397702125 5672507.533283144, 284398.84551787976 5672509.125856515, 284387.22050325107 5672510.604879629, 284376.2166822336 5672512.035585204, 284366.675194285 5672513.271297905, 284355.3694062329 5672514.681311895, 284339.27074686263 5672516.68232219, 284331.40969232237 5672517.7473327285, 284326.4210951495 5672518.346531992, 284321.4455456754 5672518.92291474))",50.0
"MULTILINESTRING ((289240.6043768081 5650500.427040974, 289254.268220283 5650499.603224311))",40.0
"MULTILINESTRING ((292329.857233888 5670628.697468456, 292425.9336993316 5670624.316063076))",40.0
"MULTILINESTRING ((279108.5238453301 5674602.84659588, 279108.00652613275 5674601.398678001, 279106.3607321824 5674598.12817899, 279104.40384704154 5674594.94902804, 279098.5473132067 5674590.133348349))",
"MULTILINESTRING ((290202.11635226884 5657664.3615125595, 290154.36300473893 5657667.326970942))",40.0
"MULTILINESTRING ((284725.483323307 5675016.213651265, 284702.80434056494 5675058.716302648, 284680.761671726 5675103.86523835, 284675.5806282328 5675118.003621179, 284670.6478772117 5675132.2206914555, 284664.45084549865 5675151.335334563, 284661.31949804904 5675160.610047791, 284656.4959061784 5675176.259213929, 284652.0552147854 5675192.025966419, 284648.0109273656 5675207.898600705, 284644.35558784957 5675223.866291573, 284641.0957129799 5675239.917627707, 284638.2308329429 5675256.04149097, 284635.76746421243 5675272.226470199, 284633.7060696353 5675288.483682018))",40.0
"MULTILINESTRING ((289641.8195006328 5655117.4915694725, 289643.25335142773 5655111.297440144, 289644.558479225 5655105.565114586, 289645.5355668771 5655100.748134274, 289646.1509118896 5655097.571688897, 289646.4669400347 5655094.808314123, 289646.6252810714 5655092.485650341, 289646.6829351863 5655089.588031852, 289646.60732141003 5655086.005428619, 289646.51746103435 5655082.935645722, 289646.3463633368 5655078.733333329))",
"MULTILINESTRING ((275759.7355869326 5664753.033089338, 275761.58356557495 5664796.769373075))",40.0
"MULTILINESTRING ((289110.1893981653 5663204.323395677, 289101.31423559546 5663207.3592438875, 289094.33345125604 5663211.264127442, 289087.89524023427 5663215.057726326, 289081.7855539452 5663219.851256474, 289077.8172322642 5663225.035989153, 289074.2076193936 5663230.929877968))",
"MULTILINESTRING ((285711.58559015975 5675052.669068372, 285712.04648600507 5675063.207418886))",40.0
"MULTILINESTRING ((278881.0898279486 5670374.25337295, 278883.651718126 5670368.496422266, 278886.1241933771 5670363.266786603))",50.0
"MULTILINESTRING ((281865.6442483729 5664674.418426714, 281866.32945114584 5664678.343053296, 281868.54106574634 5664685.354815628, 281870.53900532756 5664692.620642194, 281872.0279446492 5664700.453739318, 281872.95032614435 5664707.16371602, 281873.3365278494 5664714.130277103, 281873.8456081424 5664723.998398724, 281873.7006286351 5664730.842673693, 281873.109275689 5664739.732791615, 281872.3509326017 5664746.33575399, 281871.94637811976 5664751.6875235755, 281871.19837760937 5664757.209756683, 281870.0992764269 5664762.3904743735, 281868.49094413454 5664767.470251486, 281866.56612929807 5664773.688272833, 281864.70932070166 5664779.524756081, 281862.6164369688 5664785.582842236, 281859.29898810806 5664793.196292658, 281856.2436613481 5664799.050130112, 281853.1690991566 5664804.615221773, 281849.67390643666 5664809.852883538, 281846.1847801794 5664815.068017201, 281840.76550903026 5664822.068874681, 281834.9808051651 5664829.051806887, 281830.4125997189 5664834.123331659, 281822.7827643268 5664841.75242712, 281814.9229993081 5664849.747661145, 281805.170148415 5664859.905734575, 281796.3825669717 5664869.00946354, 281789.3211051553 5664876.146780366, 281780.6602567461 5664885.757474957))",
"MULTILINESTRING ((277475.2858810427 5659728.16452584, 277470.08021895547 5659731.507587428))",50.0
"MULTILINESTRING ((279191.51945844357 5658961.494141738, 279191.5777365246 5658942.8366763955, 279191.64303149504 5658924.178911574, 279191.70132576674 5658905.521447084, 279191.75962812186 5658886.86398302))",40.0
"MULTILINESTRING ((284649.0268051756 5652020.678661883, 284648.6882245566 5652010.859393424, 284648.2613901366 5652003.816742735, 284647.6781772305 5651998.083552792, 284646.9432886767 5651993.603946185, 284645.9955440503 5651989.0775215905, 284644.84203493805 5651984.336939043, 284615.71782957367 5651913.820752305))",50.0
"MULTILINESTRING ((288491.33973987715 5659631.275983104, 288488.18482812704 5659656.706165938, 288486.82096084923 5659665.21425593, 288483.8967614763 5659684.799758036, 288480.5178053307 5659706.475193402, 288477.1491477247 5659729.085630127, 288474.5704433567 5659746.652510422, 288470.96110659617 5659769.896437704, 288467.34629097756 5659793.5192173645, 288463.9659356943 5659815.840619745, 288461.49939977744 5659832.5454487195, 288457.2979559869 5659858.97628545, 288454.5082731196 5659878.411543499, 288451.12806798227 5659900.7329595415, 288448.1820605105 5659919.606703517, 288444.3386445597 5659944.15204324, 288440.48975863104 5659969.076236029, 288437.372998522 5659987.377927925, 288434.1398377699 5660006.263467246, 288429.5562446634 5660033.122058879, 288425.07523035107 5660056.4908994725, 288422.9236642873 5660066.835360484, 288421.65248652664 5660077.767324901, 288421.0379602619 5660083.661177636, 288419.56706210296 5660089.723788817, 288417.1305265656 5660100.135623382, 288415.43819216813 5660107.643857535, 288414.11383161927 5660113.856363939, 288413.13368542225 5660118.707300999))",
