CROSS_STREET_NAME1,CROSS_STREET_NAME2,CROSSWALK_TYPE,CROSSWALK_COMP,NUMBER_OF_CROSSWALKS,MATERIAL,DIRECTION,POINT
SADDLETOWNE CIRCLE NE,60 ST NE,SIGNALIZED,STOP LINE,2,PAINT,NE,POINT (-113.94713107549508 51.12650589895569)
13 AVE NW,7 ST SW,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.07854798056272 51.063888632496536)
34 AVE SW,18 ST SW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.10452806467651 51.02319033769882)
FAIRMOUNT DR SE,FYFFE RD SE,SCHOOL,LADDER CROSSWALK,2,PAINT,SE,POINT (-114.06023080910542 50.98494439540352)
TUSCANY WAY NW,TUSCANY VILLAGE COURT NW,SCHOOL,STOP LINE,1,PAINT,W,POINT (-114.2448695981991 51.12253160497413)
BURNSLAND RD SE,36 AVE SE,SIGNAL,STOP LINE,2,PAINT,EW,POINT (-114.0590017055954 51.021431801010465)
SYMONS VALLEY PARKWAY NW,SYMONS VALLEY RD NW,SIGNALIZED,STOP LINE,4,PAINT,NSEW,POINT (-114.1318167120333 51.16799729661831)
MACLEOD TR S,42 AVE SE,SIGNAL,STOP LINE,4,PAINT,NSEW,POINT (-114.06441474898902 51.01600429783519)
CARLETON ST SW,PREMIER WAY SW,TRAFFIC CIRCLE,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.09025417363809 51.02607102893973)
PALLISER DR SW,PALISWOOD WAY SW,SCHOOL,LADDER CROSSWALK,1,PAINT,W,POINT (-114.11214064731966 50.96873820351806)
SHAWNESSY BLVD SW,MILLRISE BLVD SW,SIGNAL,RIGHT TURN,4,PAINT,NSEW,POINT (-114.07385197680732 50.91290288973703)
36 ST SE,34 AVE SE,RSM,RIGHT TURN,2,PAINT,SW,POINT (-113.98161042101255 51.023233408193185)
4 AVE NE,MADDOCK DR,SCHOOL,LADDER CROSSWALK,1,PAINT,W,POINT (-113.94447605542197 51.05574284837582)
16 AVE NE,1 ST NE,SIGNALIZED,STOP LINE,4,PAINT,NSEW,POINT (-114.05993079860869 51.066986367418174)
"9 ""A"" ST NW",2 AV,REGULAR,STOP LINE,3,PAINT,NSE,POINT (-114.08442645633163 51.05425633909251)
52 ST,MAHOGANY GATE,SIGNALIZED,STOP LINE,4,PAINT,NSEW,POINT (-113.94447661310343 50.899485583374506)
SYMONS VALLEY PARKWAY NW,14 ST NW,SIGNALIZED,RIGHT TURN,4,PAINT,NSEW,POINT (-114.09467882494664 51.18141435060428)
HAMPTONS DR NW,HAMPSTEAD RD NW,RSM,LADDER CROSSWALK,2,PAINT,NW,POINT (-114.13218689844386 51.14171140231891)
HAWKSTONE DR NW,HAWKMOUNT CLOSE NW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.17551789020794 51.13486168139828)
PANATELLA HILL NW,BUFFALO RUBBING STONE ELEMENTARY SCHOOL,SCHOOL,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.08816143469393 51.16787579961954)
9 AVE SW,9 ST SW,DOWNTOWN,STOP LINE,2,MMA,NW,POINT (-114.08377291397673 51.045191801110356)
RICHMOND RD SW,40 ST SW,CORRIDOR,REGULAR CROSSWALK,3,PAINT,NS,POINT (-114.14528634971097 51.02108237359136)
128 AVE NE,BARLOW CRESCENT NE,RSM,RIGHT TURN,1,PAINT,NW,POINT (-113.9789181548918 51.16561595968277)
56 AVE NE,TROLLINGER ST NE,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.0598192494373 51.10265276870237)
128 AVE SE,40 ST SE,RSM,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-113.97097540544766 50.9334305003176)
HIGHFIELD BLVD SE,12 ST SE,SIGNALIZED,RIGHT TURN,1,PAINT,E,POINT (-114.03485409501859 51.01644164067887)
6 ST SW,1 AVE SW,MID BLOCK,PARKING STALLS,5,MMA,,POINT (-114.07594494641218 51.051997205172114)
SIROCCO DR SW,SIGNATURE WAY SW,RSM,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.17484113315106 51.030754162231304)
COACH HILL RD SW,COACH MANOR RISE SW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.17558965536362 51.056684798980136)
16 AVE NW,10 ST NW,SIGNAL,RIGHT TURN,3,PAINT,SEW,POINT (-114.08490155184606 51.06693360754689)
SUNMILLS DR SE,SUNVISTA CL SE,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.03299466120707 50.897783169892584)
HARVEST HILLS BLVD NE,PANAMOUNT GATE NW,SIGNAL,RIGHT TURN,2,PAINT,EW,POINT (-114.06984787770725 51.156567003791565)
RICHMOND RD SW,45 ST SW,SIGNAL,RIGHT TURN,2,PAINT,NS,POINT (-114.15278852285716 51.01891242974352)
CENTRE ST N,MCKNIGHT BLVD N,SIGNAL,STOP X,2,PAINT,NS,POINT (-114.06241490844288 51.096032501037165)
SARCEE RD SW,MURMANSK WAY SW,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.13371206232772 51.01883549084641)
36 AVE NE,6 ST NE,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.04829808792061 51.084989200477196)
112 AVE NW,ROYAL VISTA LINK NW,SIGNALIZED,STOP LINE,3,PAINT,SEW,POINT (-114.20525177251251 51.153941501242755)
EVERRIDGE DR SW,EVEROAK DR SW,SCHOOL,LADDER CROSSWALK,1,PAINT,E,POINT (-114.11318319032326 50.91100347121551)
61 AVE  S,CENTRE ST W,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.06383724383326 50.997728838897324)
AUBURN BAY DR SE,AUBURN GLEN GREEN SE,SCHOOL,LADDER CROSSWALK,1,PAINT,S,POINT (-113.95460329341758 50.89644498668247)
SIGNAL HILL DR SW,SIENNA HTS WAY SW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.17893316012847 51.026689372919094)
24 ST SW,90 AV SW,SIGNAL,RIGHT TURN,4,PAINT,NSEW,POINT (-114.11792936699638 50.972241331937326)
HAMPTONS DR NW,HAMPSTEAD TERRACE NW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.13391371791909 51.14475659572996)
EDMONTON TR NE,10 AVE NE,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.05542728175726 51.06151961872892)
49 AVE SW,5 ST SW,SCHOOL,STOP LINE,2,PAINT,NS,POINT (-114.07642551947849 51.00960180373281)
DALHART RD NW,50M EAST OF DALFORD RD NW,MID BLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.1534988875666 51.10892384263361)
16 AVE SW,14 ST SW,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.09468806936295 51.03851432510527)
SYMONS VALLEY RD NW,SAGE HILL DR NW,SIGNALIZED,STOP LINE,3,PAINT,NSW,POINT (-114.13294952729856 51.16978825248698)
1 ST NE,24 AVE NE,RSM,REGULAR CROSSWALK,2,PAINT,EW,POINT (-114.05992401595135 51.07423582468439)
MACLEOD TR SE,8 AVE SE,DOWNTOWN,STOP LINE,1,MMA,S,POINT (-114.05811804634091 51.04540831202998)
WENTWORTH DR SW,700 WENTWORTH PLACE SW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.20623077982867 51.054342612562436)
34 AVE SW,20 ST SW,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.10933920258363 51.02319001029528)
RICHARDSON WAY SW,BISHOP WY SW,RSM,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.12925503632981 51.014893574839256)
69 AVE SW,4A ST SW,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.07399811850851 50.991432571348845)
AVIATION BLVD NE,49 AVE,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.03288651620345 51.09772462628824)
39 ST NW,NORFORD AV NW,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.14499709757222 51.08029054361209)
BONAVENTURE DR SE,S OF 99 AVE,MID BLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.06884636655673 50.96002343309263)
MARTINDALE BLVD NE,MARTINDALE DR NE,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.9526345321347 51.11415725563064)
NORTHMOUNT DR NW,NORTHMOUNT CR NW,SCHOOL,LADDER CROSSWALK,2,PAINT,SW,POINT (-114.07581992483532 51.09989998375417)
BARLOW TR NE,STONEHILL DR NE,RSM,REGULAR CROSSWALK,2,PAINT,EW,POINT (-113.99339387289658 51.166177787019706)
BRAESIDE DR SW,BRACEWOOD DR SW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.11170513429317 50.95415100800072)
44 ST SE,11 AVE SE,CORRIDOR,LADDER CROSSWALK,1,PAINT,S,POINT (-113.9700847978621 51.04324489904194)
SYMONS VALLEY PARKWAY NW,EVANSTON DR NW,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.10517191517134 51.17819612049871)
METIS TR NE,64 AVE NE,SIGNAL,RIGHT TURN,4,PAINT,NSEW,POINT (-113.97404653524092 51.11191329606478)
5 AVE NW,12 ST NW,CORRIDOR,LADDER CROSSWALK,1,PAINT,W,POINT (-114.09172627459922 51.05707869389041)
17 AVE SE,42 ST SE,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.97285155453554 51.037848163487716)
CATALINA BLVD,PASADENA GARDENS,SCHOOL,LADDER CROSSWALK,2,PAINT,NS,POINT (-113.9314096134069 51.076976846821836)
CASTLERIDGE BLVD NE,REGIONAL PARK ENTRANCE,MIDBLOCK,LADDER CROSSWALK,1,PAINT,MID,POINT (-113.9689836801941 51.10348879371882)
WHITEHORN DR NE,49 ST NE,MULTIWAYS,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-113.96251769511842 51.085859541439696)
EVERSTONE DR SW,EVERWILLOW BLVD SW,RSM,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.10568563880112 50.91401563498249)
CENTRE ST N,10 AVE N,SIGNAL,STOP LINE,4,PAINT,NSEW,POINT (-114.0625281059844 51.061562803242694)
HERITAGE MEADOWS WAY SE,150M 11 ST SE,SIGNALIZED,STOP LINE,4,PAINT,NSEW,POINT (-114.03986557885678 50.98355323383953)
21 AVE NW,47 ST NW,SCHOOL,LADDER CROSSWALK,1,PAINT,S,POINT (-114.15888782219439 51.07556367263109)
COUNTRY VILLAGE WAY NE,AT NOTRE DAME SCHOOL PARKING ENTRANCE,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.06668353906666 51.156439685688696)
13 AVE NW,UNIVERSITY DR NW,SIGNAL,RIGHT TURN,3,MMA,NSW,POINT (-114.11979502740489 51.0645316010854)
MARLBOROUGH DR,44 ST,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-113.97003398907184 51.059533416375395)
75 AVE SW,ABOUT 30M EAST OF KEW ST SW,MIDBLOCK,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.09436474251106 50.98695833644449)
HAWKWOOD BLVD NW,HAWKCLIFF GATE,REGULAR,LADDER CROSSWALK,1,PAINT,N,POINT (-114.16672958474645 51.12691144966079)
63 AVE SW,CROWCHILD TR SW,SIGNAL,REGULAR CROSSWALK,3,PAINT,NSW,POINT (-114.11795215122294 50.99718190262742)
19 ST NW,8 AVE NW,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.10565427457254 51.05935525485129)
CRANSTON AVE SE,CRANBERRY RD SE,SIGNALIZED,STOP LINE,4,MMA,NSEW,POINT (-113.97603354923689 50.87915120727836)
COUNTRY HILLS BLVD NW,NORTH MALL ENTRANCE,MID BLOCK,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.21802705173475 51.153591871748844)
ELBOW DR SW,54 AVE SW,REGULAR,STOP LINE,1,PAINT,E,POINT (-114.08135645606372 51.005135273518924)
RAILWAY ST SE,HERITAGE DR SE,RSM,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.0421206029953 50.98730643089686)
KINCORA GLEN GREEN NW,KINCORA GLEN RISE NW,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.134540015897 51.16361033489119)
32 AVE NE,36 AVE NE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.04632160997623 51.08497094665308)
34 AVE NW,73 ST NW,SCHOOL,STOP LINE,2,PAINT,NS,POINT (-114.19351106947146 51.083804703443306)
42 AVE SE,E. OF MACLEOD TR SE,SIGNAL,STOP LINE,11,PAINT,EW,POINT (-114.06170598165465 51.016028772560446)
61 AVE SE,36 ST SE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.98090991445673 50.99905073705054)
8 ST SW,FRONTENAC AVE SW,RSM,REGULAR CROSSWALK,3,PAINT,NSW,POINT (-114.08345004203795 51.02940415113105)
COUNTRY HILLS BLVD NE,METIS TR NE,SIGNALIZED,RIGHT TURN,4,PAINT,NSEW,POINT (-113.97001643766623 51.154160424521834)
SCENIC ACRES DR NW,SCIMITAR POINT NW,SCHOOL,LADDER CROSSWALK,1,PAINT,W,POINT (-114.21431572640284 51.111201712175536)
90 AVE SW,BAY VIEW DR SW,SIGNAL,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-114.11175653045265 50.97226352834273)
CHAPARRAL DR SE,CHAPMAN GR SE,RSM,REGULAR CROSSWALK,1,PAINT,EW,POINT (-114.02668062111256 50.88559001855312)
SCURFIELD WAY NW,100 SCURFIELD PL NW,SCHOOL,LADDER CROSSWALK,1,PAINT,N,POINT (-114.21501993592322 51.120047817660826)
32 AVE NE,12 ST NE,SIGNAL,RIGHT TURN,2,PAINT,NE,POINT (-114.02961381183789 51.08147949902711)
25 AVE SE,DARTMOUTH RD SE,SIGNAL,REGULAR CROSSWALK,3,PAINT,W,POINT (-114.0437143858616 51.0282940815211)
HUNTRIDGE HILL NE,HUNTRIDGE RD NE,SCHOOL,LADDER CROSSWALK,1,PAINT,S,POINT (-114.06285705500132 51.11879999749559)
28 ST SE,15 AVE/16 AVE SE,MULTIWAYS,STOP LINE,4,PAINT,NSEW,POINT (-113.99307076223252 51.039373487267504)
24 ST NW,CROWCHILD TR NW,MID BLOCK,MULTI USE XWALK,1,PAINT,N,POINT (-114.11753690861168 51.07183527886736)
CITADEL DR NW,CITADEL CREST CIR NW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.18186923238967 51.1442147120542)
EDGEDALE DR NW,EDGEDALE RD NW,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.15655954700792 51.11859645193923)
COUNTRY HILLS BLVD NW,370M WEST OF ROCKY RIDGE RD NW,SIGNALIZED,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-114.22894188485634 51.15421328022764)
10 ST NW,5 AVE NW,SIGNAL,REGULAR CROSSWALK,3,MMA,NSW,POINT (-114.08587197621324 51.057123619278926)
162 AVE SW,220 M EAST OF,RSM,REGULAR CROSSWALK,3,PAINT,SW,POINT (-114.11397733829837 50.906704133993586)
QUEEN CHARLOTTE WAY SE,QN CHARLOTTE RD W LEG,SCHOOL,LADDER CROSSWALK,1,PAINT,E,POINT (-114.02227362770209 50.9344539985648)
CASTLERIDGE DR NE,CASTLEGLEN RD/C-RIDGE W,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-113.95075166431825 51.10731330591876)
23 AVE SW,24 ST SW,RSM,LADDER CROSSWALK,1,PAINT,E,POINT (-114.11773876883274 51.03294214365795)
1 ST NW,12 AVE NW,REGULAR,REGULAR CROSSWALK,2,PAINT,EW,POINT (-114.06501046225847 51.063359808430356)
RICHMOND RD SW,50 ST SW,SIGNAL,RIGHT TURN,3,PAINT,NSW,POINT (-114.15978630035768 51.01802467558348)
BERKSHIRE BLVD NW,SANDARAC DR NW,SIGNAL,RIGHT TURN,2,PAINT,EW,POINT (-114.09968084181932 51.13211405276194)
HAMPTONS BLVD NW,HAMPSHIRE GROVE NW,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.16116860006952 51.142003387214096)
63 AVE SW,LYNCH CR SW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.12193354362226 50.9975116025732)
5 AVE SW,1 ST SW,DOWNTOWN,STOP LINE,3,MMA,NSW,POINT (-114.0652895647275 51.04844905388441)
46 ST SE,80M SOUTH OF 54 AVE SE AT RRXING,RSM,STOP LINE,4,PAINT,NS,POINT (-113.96743518486774 51.00292814221967)
MT MCKENZIE DR SE,MT LORETTE CLOSE SE,REGULAR,REGULAR CROSSWALK,2,PAINT,NS,POINT (-113.98164566425255 50.920222724609246)
SOUTHLAND DR SW,OAKFIELD DR SW,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.13234954365126 50.96130518013101)
SPRUCE DR SW,45 ST SW,SCHOOL,LADDER CROSSWALK,4,PAINT,NSEW,POINT (-114.15281874118989 51.05230915211836)
OGDEN RD SE,38 AVE SE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.03001822714177 51.020104546820455)
85 ST SW,WENTWORTH DR SW,SIGNALIZED,REGULAR CROSSWALK,2,PAINT,EW,POINT (-114.21096849360832 51.05695617827294)
MT MCKENZIE DR SE,MT MCKENZIE BAY SE,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-113.98292465418582 50.9300222090926)
SCENIC ACRES PARADE NW,CROWFOOT PARADE NW,SIGNALIZED,STOP LINE,4,PAINT,NSEW,POINT (-114.21055546415766 51.122182325904)
96 AVE SW,12 ST SW,SCHOOL,LADDER CROSSWALK,3,PAINT,NSE,POINT (-114.08988822007701 50.96796611825668)
UXBRIDGE DR NW,UTAH DR NW,SCHOOL,LADDER CROSSWALK,1,PAINT,E,POINT (-114.13390469616293 51.07148159580745)
MARTINDALE BV NE,100 MARTHA'S MR NE,SCHOOL,LADDER CROSSWALK,1,PAINT,E,POINT (-113.95883904064326 51.1227353118763)
FISH CREEK BLVD SW,EVERSTONE DR SW,SCHOOL,LADDER CROSSWALK,2,PAINT,SW,POINT (-114.10570045319795 50.917597527497335)
17 AV SE,1 ST SE & MACLEOD TR SE,MID BLOCK,PARKING STALLS,15,PAINT,S,POINT (-114.06002272885725 51.03780002109045)
19 AVE SE,27 ST SE,RSM,MULTI USE XWALK,1,PAINT,S,POINT (-113.99393594089715 51.03609112276208)
SHERWOOD BLVD SW,SHERWOOD MT NW,RSM,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.15543030594206 51.16117654657358)
24 AVE NW,22 ST NW,RSM,LADDER CROSSWALK,1,PAINT,E,POINT (-114.11294636340291 51.074277073519774)
SHERWOOD PARADE NW,SHERWOOD CIRCLE NW,SCHOOL,LADDER CROSSWALK,1,PAINT,E,POINT (-114.1496351226294 51.159394213825294)
8 AVE SE,44 ST SE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.96999303581353 51.04516418465187)
94 AVE SE,3 ST SE,SCHOOL,LADDER CROSSWALK,1,PAINT,W,POINT (-114.06061390710823 50.968617076925575)
5 ST SE,7 AVE SE,RSM,REGULAR CROSSWALK,3,MMA,SEW,POINT (-114.0507194982714 51.045685745831015)
ROCKY RIDGE BLVD NW,ROCKY RIDGE CL NW,RSM,REGULAR CROSSWALK,2,PAINT,EW,POINT (-114.24708589066816 51.14600844713732)
12 AVE NW,WINDSOR ST NW,REGULAR,REGULAR CROSSWALK,1,MMA,W,POINT (-114.12187822196245 51.061786801694495)
GLENMORE TR,FAIRMOUNT DR,SIGNAL,REGULAR CROSSWALK,2,PAINT,NE,POINT (-114.06382676784945 50.99424632362898)
COPPERPOND BV SE,COPPERPOND RD SE,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-113.93005647624847 50.9240089376186)
SUNLAKE WY SE,SUNMILLSDR SE,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.04675456885347 50.89941403264679)
38 AVE SW,1 A ST,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.06726806786212 51.02021326365087)
5 ST SW,GLENMORE TR SW,SIGNAL,RIGHT TURN,2,PAINT,NW,POINT (-114.07662612480964 50.994410279932396)
48 ST SE & 130 AV SE,126 AV SE,MID BLOCK,STOP LINE,2,PAINT,NS,POINT (-113.965208328074 50.933798692873744)
CANYON MEADOWS DR SW,6 ST SW,REGULAR,REGULAR CROSSWALK,2,PAINT,EN,POINT (-114.07638875743365 50.93374852400908)
SIERRA MORENA BLVD SW,SIERRA VISTA CLOSE SW,TRAFFIC CIRCLE,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.18068087193531 51.02037708973174)
16 AVE NW,VALLEY RIDGE BLVD,REGULAR,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.2486511587626 51.090055441098436)
16 AV SW,10 ST SW,RSM,PARKING STALLS,11,PAINT,N,POINT (-114.08774659188508 51.03830324184796)
JAMES MCKEVITT RD SW,MILLRISE BLVD SW,SIGNAL,RIGHT TURN,2,PAINT,NS,POINT (-114.07503083067687 50.92134649196816)
SOUTHLAND DR SE,BLACKFOOT TR SE,SIGNAL,RIGHT TURN,2,PAINT,NW,POINT (-114.03856696720268 50.96579237087289)
45 AVE SW,4 ST SW,RSM,REGULAR CROSSWALK,3,PAINT,SEW,POINT (-114.07132883952862 51.01300194537664)
MEMORIAL DR NE,52 ST NE,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.95573878389503 51.05334530360693)
CRANLEIGH WY SE,CRANLEIGH GA SE,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-113.99086345259832 50.888492116883135)
26 AVE SW,GLENCASTLE ST SW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.1467486883141 51.030489866431594)
7 AVE SE,4 ST SE,DOWNTOWN,STOP LINE,4,MMA,NSEW,POINT (-114.05315404496156 51.04620225233053)
ABBOTSFORD DR,ABINGDON CR  E. LEG,REGULAR,LADDER CROSSWALK,1,PAINT,N,POINT (-113.92689395298386 51.06233509776343)
BROOKPARK DR SW,N OF 239 BROOKPARK DR,MIDBLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.11405011203087 50.955713102386426)
17 AVE SW,RICHMOND RD SW,SIGNAL,REGULAR CROSSWALK,3,PAINT,SEW,POINT (-114.11124413433143 51.03782097012097)
MCKNIGHT BLVD NW,4 ST NW,SIGNAL,RIGHT TURN,2,PAINT,NS,POINT (-114.07152925536454 51.096051020417384)
114 AVE SE,BETWEEN 24 AND 29 ST,MID BLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-113.99738607425145 50.953118680068535)
LEGACY CIRCLE SE,LEGACY VIEW SE,RSM,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.0092184105274 50.86085458109494)
6 AVE SE,1 ST SE,DOWNTOWN,STOP LINE,2,MMA,NE,POINT (-114.06044851064846 51.04737389535329)
5 ST SW,55 AVE,MULTIWAY STOP,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.07642988743085 51.00425035588812)
CENTRE ST N,15 AVE N,REGULAR,REGULAR CROSSWALK,2,PAINT,NS,POINT (-114.06252525772244 51.066019767300055)
HIDDEN VALLEY DR NW,HIDDEN SPRINGS CLOSE NW,SCHOOL,LADDER CROSSWALK,3,PAINT,NSW,POINT (-114.10929796500933 51.15151858502808)
4 ST NW,23 AVE NW,REGULAR,LADDER CROSSWALK,1,PAINT,S,POINT (-114.07153187485726 51.07326484761792)
210 AVE SE,ALDERSYDE GATE,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.02913742579842 50.865760088768724)
MCKENZIE TOWNE BLVD SE,PRESTWICK BLVD SE,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-113.96456849761255 50.91689094927468)
ELBOW DR SW,SOUTHLAND DR SW,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.08483877115805 50.96351679231133)
FORTRESS DR SW,FORTRESS RISE SW,RSM,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.20798691654528 51.02076639233991)
34 ST NW,5 AVE NW,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.13602635734918 51.059536631778386)
16 AVE NE,5 ST NE,SIGNALIZED,STOP LINE,3,PAINT,SEW,POINT (-114.05078785121529 51.066979554468716)
45 ST SE,SETON PA SE,RSM,REGULAR CROSSWALK,1,PAINT,N,POINT (-113.94666186297967 50.87947436058057)
25 AVE SW,BETWEEN 1 ST AND ERLTON ST SW,CORRIDOR,LADDER CROSSWALK,1,PAINT,W,POINT (-114.06408013718607 51.03037797210098)
17 AVE SW,GATEWAY DR SW,RSM,STOP LINE,1,PAINT,S,POINT (-114.15655014267948 51.03781363581936)
77 ST SW,9 AVE SW,MULTIWAY STOP,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.19944493737749 51.05967312331055)
ERIN WOODS DR SE,ERIN PARK DR SE,SCHOOL,LADDER CROSSWALK,2,PAINT,SE,POINT (-113.96719311698749 51.02326893304852)
4 ST NW,25 AVE NW,SCHOOL,LADDER CROSSWALK,3,PAINT,SEW,POINT (-114.07154334222808 51.07516783098783)
16 ST NW,2 AVE NW,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.09778610750425 51.054519052713644)
MCKNIGHT BLVD NE,BARLOW TR NE,SIGNAL,RIGHT TURN,3,PAINT,NSE,POINT (-114.00164953172904 51.09276114801037)
SYMONS VALLEY PARKWAY NW,SARCEE TR NW,RSM,STOP LINE,3,PAINT,NSE,POINT (-114.1645757875118 51.167522053307664)
114 AVE SE,400M W OF 68 ST,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.9410796689608 50.9505267087615)
ELBOW DR SW,89 AVE SW,SIGNAL,STOP X,1,PAINT,W,POINT (-114.08451205853457 50.97353572404202)
CASTLERIDGE BLVD NE,WESTWINDS DR,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.96657497405397 51.108463896788386)
PANATELLA MR NW,PANATELLA BV NW,RSM,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.0830364718922 51.16461684454678)
WBND BOW TR TO,SBND 14 ST,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.0948371148515 51.04594038532096)
STRATHCONA DR SW,STRATHWOOD BAY,SCHOOL,LADDER CROSSWALK,2,PAINT,SE,POINT (-114.17965329431333 51.04863589733226)
50 ST SW,GLAMIS DR SW,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.15973785687596 51.016262292166154)
BRANTFORD DR NW,BURGESS DR NW,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.12375879371282 51.08801535548743)
CENTRE ST S,RIVERFRONT AVE S,DOWNTOWN,STOP X,1,PAINT,N,POINT (-114.06258035580355 51.05202385917682)
15 AVE SW,8 ST SW,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.08171771126534 51.039101807190825)
17 AVE SE,MACLEOD TR SE,DOWNTOWN,STOP X,1,PAINT,W,POINT (-114.05864998909423 51.03783182074796)
GATEFIELD AV SW,GROVE HILL RD SW,SCHOOL,LADDER CROSSWALK,1,PAINT,E,POINT (-114.1464382407736 51.032706979503075)
CANATA CLOSE  SW,CANATA CLOSE ST. CATHERINE,SCHOOL,LADDER CROSSWALK,1,PAINT,E,POINT (-114.08685875239868 50.9443563526025)
