SEGMENT_ID,BUILT_STATUS,FULL_NAME,SPEED_LIMIT,CTP_CLASS,MULTILINESTRING,geometry
29624,Built,RANCH ESTATES DR NW,50.0,Collector,"MULTILINESTRING ((-114.1718449 51.1192544, -114.17177700000002 51.1193619, -114.171719 51.1195063, -114.1717 51.1196383, -114.17171510000001 51.1197672, -114.1717595 51.1199022, -114.1718527 51.1200525, -114.1720389 51.120261))","MULTILINESTRING ((278027.9157115619 5667871.6514347615, 278033.1819922675 5667883.397268206, 278037.9325392098 5667899.275158615, 278039.894913309 5667913.892251683, 278039.4565713729 5667928.267636789, 278036.9974893698 5667943.409591664, 278031.19747761544 5667960.399739792, 278019.1698585039 5667984.140700449))"
118862,Built,HIDDEN CREEK DR NW,50.0,Collector,"MULTILINESTRING ((-114.1051416 51.1545408, -114.1050695 51.1545816, -114.1050046 51.1546149, -114.1049458 51.1546418, -114.1048852 51.154668, -114.1048001 51.154700000000005, -114.1047221 51.1547284, -114.104616 51.1547666, -114.1044869 51.1548136, -114.1043599 51.1548586, -114.1042337 51.154904))","MULTILINESTRING ((282860.6700285326 5671595.291672854, 282865.902491967 5671599.614512868, 282870.59633736266 5671603.124835586, 282874.8336400868 5671605.94167966, 282879.193495943 5671608.6753900945, 282885.29348386097 5671611.981537956, 282890.88016636355 5671614.908443778, 282898.4774510657 5671618.841849186, 282907.7240712078 5671623.685652713, 282916.8144622953 5671628.3133301325, 282925.85078366275 5671632.987854443))"
92885,Built,9 AV NW,40.0,Residential Street,"MULTILINESTRING ((-114.0772238 51.0608705, -114.0759766 51.0608613, -114.0759143 51.0608672, -114.0758597 51.0608771, -114.0758052 51.0608909, -114.0757858 51.060899))","MULTILINESTRING ((284376.80334344774 5661099.685914251, 284464.13513380266 5661095.010318914, 284468.5270740321 5661095.483803454, 284472.39816388435 5661096.424523479, 284476.28036775347 5661097.799107406, 284477.6771008395 5661098.642791129))"
215323,Built,MONTGOMERY VW NW,40.0,Residential Street,"MULTILINESTRING ((-114.152894 51.0648945, -114.1527071 51.0647499, -114.15256750000002 51.0646374, -114.1524648 51.0645531, -114.1523001 51.0644175, -114.1522362 51.06436600000001))","MULTILINESTRING ((279094.8173030814 5661771.430827474, 279107.2207962186 5661754.794735924, 279116.46390281164 5661741.869176933, 279123.25652203715 5661732.189359357, 279134.1479586947 5661716.620489023, 279138.37890209456 5661710.703494525))"
130294,Built,COUNTRY HILLS GV NW,40.0,Residential Street,"MULTILINESTRING ((-114.0660645 51.1477527, -114.0661228 51.1477813, -114.06618710000001 51.1478162, -114.0662532 51.14785200000001, -114.066321 51.1478881, -114.0663828 51.1479219, -114.066435 51.1479517, -114.0664957 51.1479888, -114.06654240000002 51.1480174, -114.0665902 51.1480472))","MULTILINESTRING ((285561.2506580536 5670725.935833619, 285557.3066526743 5670729.285428567, 285552.9723189555 5670733.352916786, 285548.516301058 5670737.5257149935, 285543.94280933973 5670741.736828166, 285539.778207522 5670745.674745358, 285536.26633896655 5670749.139969918, 285532.19397233095 5670753.441554709, 285529.0611348937 5670756.75733226, 285525.85695029417 5670760.209728211))"
92617,Built,BOW CR NW,40.0,Residential Street,"MULTILINESTRING ((-114.185004 51.0890554, -114.1851114 51.0891013, -114.185183 51.0891329, -114.18527690000002 51.0891745, -114.1853864 51.0892237, -114.1855032 51.08927580000001, -114.18564 51.0893354, -114.18585760000002 51.0894304, -114.1860969 51.0895359, -114.1862133 51.0895882, -114.18638040000002 51.0896622, -114.1866129 51.0897658, -114.1867689 51.0898346, -114.1868635 51.0898779, -114.1869387 51.089911, -114.1870157 51.0899433))","MULTILINESTRING ((276961.81911972084 5664554.244851148, 276954.52074118424 5664559.673110945, 276949.6599778256 5664563.403126082, 276943.2860891912 5664568.312447005, 276935.8566111058 5664574.113959758, 276927.93002336775 5664580.260008069, 276918.6393244792 5664587.300480722, 276903.8621403978 5664598.521371092, 276887.61632766394 5664610.975388976, 276879.71882116166 5664617.142535712, 276868.37625252275 5664625.875830282, 276852.5975368712 5664638.098119002, 276842.0071389159 5664646.219727619, 276835.59263420536 5664651.320298858, 276830.4872273215 5664655.228105237, 276825.25195494713 5664659.052441655))"
805128,Built,5 AV SE,,Arterial Street,"MULTILINESTRING ((-114.0505492 51.0500183, -114.0504654 51.0501934, -114.0503868 51.0504157, -114.050359 51.0504986, -114.0503481 51.0505499))","MULTILINESTRING ((286195.53267116565 5659815.425399509, 286202.2115791125 5659834.648201883, 286208.7435326407 5659859.133419746, 286211.0734999507 5659868.268825641, 286212.0736453497 5659873.940282761))"
43339,Built,30 AV SW,40.0,Residential Street,"MULTILINESTRING ((-114.1094524 51.0267477, -114.1100666 51.0267471, -114.1106807 51.0267466, -114.1112948 51.026746, -114.1119089 51.0267454))","MULTILINESTRING ((281958.7374003866 5657401.147554971, 281915.674431078 5657402.899609235, 281872.61894636485 5657404.6628440255, 281829.56299618236 5657406.415321408, 281786.5070501319 5657408.168158395))"
87116,Built,UNIVERSITY DR NW,,Parkway,"MULTILINESTRING ((-114.1215212 51.0664662, -114.12146150000001 51.06640060000001, -114.1214008 51.0663297, -114.12133850000001 51.0662565, -114.1212794 51.0661935, -114.1212374 51.066143200000006, -114.1211751 51.0660699, -114.1211276 51.0660137, -114.1210771 51.0659571, -114.12103350000001 51.065905300000004, -114.1209603 51.0658188, -114.1208521 51.0656948, -114.1208 51.0656361, -114.1207315 51.0655551, -114.1206482 51.0654574, -114.1205969 51.0653983, -114.1205354 51.0653279, -114.12044440000001 51.065221, -114.12035560000001 51.0651218, -114.1203019 51.0650578, -114.1201813 51.0649186, -114.1200996 51.0648258, -114.1200132 51.0647257, -114.1199796 51.0646872))","MULTILINESTRING ((281299.88224205724 5661852.462452304, 281303.75471206626 5661844.992276081, 281307.67224811856 5661836.92992858, 281311.69102789223 5661828.607138388, 281315.5337679307 5661821.427798029, 281318.2385866217 5661815.711133284, 281322.25693158095 5661807.37723541, 281325.3192106226 5661800.988327958, 281328.58975659625 5661794.546041114, 281331.3996110861 5661788.657874869, 281336.11929087446 5661778.824155411, 281343.11388062406 5661764.717568744, 281346.4866527233 5661758.037083486, 281350.90309612954 5661748.828779659, 281356.2775476428 5661737.719967784, 281359.5924325543 5661730.997400659, 281363.56855546974 5661722.988310154, 281369.43907483906 5661710.833872525, 281375.19181452505 5661699.5419896385, 281378.65177332 5661692.267572376, 281386.4435851611 5661676.434429528, 281391.7292204018 5661665.875147144, 281397.30970544415 5661654.490367325, 281399.48191770294 5661650.110511039))"
49429,Built,WHITEWOOD RD NE,40.0,Residential Street,"MULTILINESTRING ((-113.9647902 51.09200800000001, -113.964698 51.0921243, -113.96465200000002 51.0921965, -113.9645944 51.0922966, -113.9645526 51.09239440000001))","MULTILINESTRING ((292393.0818595774 5664238.025320393, 292400.05794269673 5664250.69473034, 292403.60192024446 5664258.591717856, 292408.083010226 5664269.557738873, 292411.4476148417 5664280.312640028))"
51932,Built,APPLEWOOD WY SE,40.0,Residential Street,"MULTILINESTRING ((-113.9325546 51.0442045, -113.9322644 51.0441233, -113.9319741 51.0440422, -113.9316839 51.043961, -113.93139370000002 51.0438799))","MULTILINESTRING ((294438.1524100574 5658833.034282822, 294458.13112269447 5658823.196779652, 294478.11735929427 5658813.370194152, 294498.0962174615 5658803.532849778, 294518.0755911047 5658793.706702207))"
222063,Built,CROWCHILD TR NW,,Skeletal Road,"MULTILINESTRING ((-114.1228401 51.0802618, -114.1230301 51.080486400000005, -114.1231601 51.0806419, -114.1232914 51.0807978, -114.1234179 51.0809477, -114.1235864 51.0811514, -114.1237249 51.081313, -114.1238655 51.0814928, -114.1240638 51.0817196, -114.1242744 51.0819518, -114.124499 51.0821852, -114.12463050000001 51.0823204, -114.1248971 51.0825791, -114.12508140000001 51.0827544, -114.1253178 51.0829666, -114.1254401 51.0830719, -114.1254996 51.08312320000001, -114.12553 51.0831493, -114.1256061 51.083212200000006, -114.1257407 51.083323500000006, -114.125965 51.083507, -114.1261967 51.0836932, -114.1262999 51.0837733, -114.1263683 51.0838266))","MULTILINESTRING ((281272.590679521 5663390.045728279, 281260.3455672102 5663415.579420745, 281251.97602830187 5663433.252893575, 281243.5174068028 5663450.974714898, 281235.3666525494 5663468.015258323, 281224.52883682033 5663491.1616640445, 281215.59314926737 5663509.538616581, 281206.5963937276 5663529.945135022, 281193.7811888759 5663555.748262564, 281180.1303233775 5663582.188324807, 281165.5049449663 5663608.8034684295, 281156.935219162 5663624.224815808, 281139.4886008249 5663653.777570685, 281127.4112050765 5663673.813959711, 281111.86001049017 5663698.1075569885, 281103.7936017419 5663710.177635542, 281099.8695727424 5663716.057691136, 281097.8641728166 5663719.049680626, 281092.8325817796 5663726.268704829, 281083.9333382582 5663739.042433584, 281069.09425520047 5663760.109578514, 281053.7498971894 5663781.498949744, 281046.9021192505 5663790.710794651, 281042.3644841832 5663796.83972272))"
54262,Built,EXSHAW RD NW,40.0,Residential Street,"MULTILINESTRING ((-114.1201133 51.0792662, -114.12078520000001 51.07911850000001))","MULTILINESTRING ((281458.8451799306 5663271.262498224, 281411.09677265707 5663256.838282366))"
98721,Built,16 AV NE,,Skeletal Road,"MULTILINESTRING ((-114.026236 51.0674254, -114.02633760000002 51.0674288, -114.0264538 51.0674316, -114.0265923 51.0674336, -114.0267215 51.0674349, -114.0268453 51.0674342, -114.0269735 51.0674349, -114.027106 51.0674335, -114.027244 51.0674321, -114.0275051 51.0674289, -114.0276138 51.067426))","MULTILINESTRING ((287978.8176924805 5661680.285162478, 287971.716428453 5661680.955829729, 287963.5897313766 5661681.601863974, 287953.8973223509 5661682.22321929, 287944.85315356846 5661682.739977579, 287936.17809530033 5661683.018848025, 287927.2012310624 5661683.466052594, 287917.91356009536 5661683.692201018, 287908.2406285993 5661683.934215125, 287889.93664002744 5661684.330888753, 287882.30923270877 5661684.321754219))"
125681,Built,19 ST NE,,Industrial Arterial,"MULTILINESTRING ((-114.0117211 51.08087200000001, -114.0117013 51.0805662, -114.01168150000001 51.0802605, -114.0116616 51.0799548, -114.0116418 51.0796491))","MULTILINESTRING ((289056.7366069256 5663133.47067739, 289056.7315115716 5663099.417214739, 289056.7268956667 5663065.3748707995, 289056.7293069889 5663031.332241618, 289056.7247398649 5662997.2899004975))"
119952,Built,MONCTON RD NE,40.0,Collector,"MULTILINESTRING ((-114.0424607 51.0671978, -114.0424601 51.067324, -114.04245880000002 51.0675979, -114.0424575 51.0678717, -114.0424562 51.0681455))","MULTILINESTRING ((286841.2763489219 5661701.845795201, 286841.89844998415 5661715.87398349, 286843.24848342285 5661746.320272555, 286844.5980610432 5661776.755445451, 286845.9476424858 5661807.190619395))"
668918,Built,SANDERLING RD NW,40.0,Residential Street,"MULTILINESTRING ((-114.09152370000001 51.141342, -114.0914758 51.1414233, -114.09147590000002 51.1414566, -114.0915062 51.1414851, -114.0915913 51.1415088, -114.0918766 51.141593500000006, -114.0920292 51.1416236))","MULTILINESTRING ((283751.0402751626 5670087.814305822, 283754.77026045544 5670096.711711599, 283754.9189620842 5670100.414036312, 283752.93320421677 5670103.671559899, 283747.0926062844 5670106.556641025, 283727.5364198332 5670116.812112803, 283717.0052247017 5670120.607289595))"
143277,Built,WESTPOINT CO SW,40.0,Residential Street,"MULTILINESTRING ((-114.1922096 51.0609426, -114.1922092 51.0603019, -114.1922134 51.0602726, -114.1922242 51.0602458, -114.1922419 51.0602186, -114.1922618 51.0601991, -114.1922943 51.0601757, -114.1923246 51.0601597, -114.19235840000002 51.0601463, -114.1923933 51.0601372, -114.19242710000002 51.060131, -114.1924684 51.0601269, -114.1925011 51.0601269, -114.1928143 51.0601284))","MULTILINESTRING ((276321.73512212455 5661450.843722319, 276318.6733359527 5661379.616698246, 276318.23780138977 5661376.372218416, 276317.35195407976 5661373.425718179, 276315.98079109786 5661370.455720156, 276314.4926376346 5661368.348407667, 276312.10296941997 5661365.84583041, 276309.90311011893 5661364.159216637, 276307.4705924174 5661362.772279592, 276304.9817497486 5661361.86671231, 276302.5839540503 5661361.280192329, 276299.6708654356 5661360.949922408, 276297.3800325538 5661361.049307686, 276275.4457131686 5661362.168022775))"
653841,Built,MARQUIS CV SE,40.0,Residential Street,"MULTILINESTRING ((-113.9225665 50.8997685, -113.92260510000001 50.899804, -113.922649 50.899824, -113.9227192 50.8998263, -113.9227789 50.8998263, -113.9228439 50.89982080000001, -113.9229019 50.8998042, -113.9229405 50.8997898, -113.9229564 50.8997698, -113.9229705 50.8997443, -113.9229811 50.8997077, -113.92297760000001 50.8996799, -113.9229618 50.899661, -113.9229584 50.899591, -113.9229568 50.8995366, -113.9229622 50.89945, -113.9228797 50.8994066))","MULTILINESTRING ((294501.32179148786 5642747.761689714, 294498.76449837035 5642751.815821161, 294495.7663367387 5642754.161545435, 294490.84127331217 5642754.612778475, 294486.6442492218 5642754.779071914, 294482.0503976352 5642754.348684505, 294477.8997622087 5642752.664788903, 294475.1226733782 5642751.171433522, 294473.91676911386 5642748.99227932, 294472.81317911827 5642746.19666335, 294471.90674777125 5642742.157284846, 294472.0303411068 5642739.056944355, 294473.05785734917 5642736.91177346, 294472.9885245024 5642729.120239703, 294472.8613685548 5642723.068008428, 294472.100250518 5642713.4555284055, 294477.70902722504 5642708.400833105))"
753993,Built,SAGE HILL VI NW,40.0,Residential Street,"MULTILINESTRING ((-114.1405957 51.1750948, -114.1405839 51.1754779))","MULTILINESTRING ((280479.58993894176 5673985.634251003, 280482.2351147927 5674028.188779531))"
272710,Built,COPPERPOND CI SE,40.0,Residential Street,"MULTILINESTRING ((-113.926805 50.922284100000006, -113.92728070000001 50.9220837, -113.9277765 50.92187500000001, -113.9278412 50.9218463, -113.9278917 50.921822, -113.9279299 50.9218022))","MULTILINESTRING ((294302.6782561904 5645262.689178917, 294268.3674024199 5645241.736986192, 294232.6072335697 5645219.918357202, 294227.93417759694 5645216.908209617, 294224.2783526087 5645214.347607962, 294221.50669203827 5645212.25296836))"
40861,Built,WHITELAND DR NE,40.0,Residential Street,"MULTILINESTRING ((-113.9657059 51.095496100000005, -113.96466890000002 51.0954778, -113.9618789 51.0952905))","MULTILINESTRING ((292344.60662309465 5664628.3960727025, 292417.1205276618 5664623.43528653, 292611.59812689456 5664594.744362594))"
43563,Built,8 ST SW,,Collector,"MULTILINESTRING ((-114.0818164 51.036485, -114.0818128 51.0362989, -114.0818187 51.0360348))","MULTILINESTRING ((283941.5531100895 5658402.188135385, 283940.939347735 5658381.488672078, 283939.2966908898 5658352.145757481))"
47311,Built,BOWVIEW RD NW,40.0,Residential Street,"MULTILINESTRING ((-114.1802276 51.0794246, -114.180343 51.0793453, -114.1804121 51.0792958))","MULTILINESTRING ((277249.94045623974 5663469.126505958, 277241.4782309227 5663460.660127209, 277236.4014590668 5663455.366437501))"
34492,Built,28 ST NW,40.0,Residential Street,"MULTILINESTRING ((-114.127848 51.0582583, -114.1278453 51.0583724, -114.1278425 51.0584864, -114.1278398 51.0586005, -114.1278371 51.0587145))","MULTILINESTRING ((280817.9214036262 5660958.807736596, 280818.64969041385 5660971.484211369, 280819.3845105872 5660984.1492715515, 280820.1127972441 5660996.825746715, 280820.84061134025 5661009.491105061))"
35488,Built,14 AV NW,40.0,Collector,"MULTILINESTRING ((-114.11227670000001 51.0651392, -114.112965 51.0651489))","MULTILINESTRING ((281941.1971402039 5661677.509650751, 281893.0276190025 5661680.6274779))"
230325,Built,9 ST NE,40.0,Residential Street,"MULTILINESTRING ((-114.0403617 51.0497053, -114.0403618 51.0498436, -114.04036190000001 51.0500186))","MULTILINESTRING ((286907.96810218424 5659751.091306878, 286908.59618747164 5659766.466678372, 286909.3928060606 5659785.922061169))"
38218,Built,62 ST NE,40.0,Residential Street,"MULTILINESTRING ((-113.9438666 51.0756231, -113.9438664 51.07573630000001, -113.9438663 51.0758495, -113.9438661 51.0759628, -113.9438659 51.076076))","MULTILINESTRING ((293785.08031543985 5662357.613244117, 293785.5978194394 5662370.197623447, 293786.10832061234 5662382.782283152, 293786.62627090106 5662395.377780281, 293787.1437771438 5662407.962160153))"
216559,Built,37 AV NE,50.0,Collector,"MULTILINESTRING ((-114.0010031 51.0867204, -114.001057 51.0867322, -114.0011046 51.0867432, -114.0011532 51.0867544, -114.0012025 51.08676560000001, -114.00125700000001 51.086778, -114.00130920000001 51.0867901, -114.0013397 51.0868001, -114.0013842 51.0868188, -114.0014126 51.0868346, -114.0014387 51.0868522, -114.0014575 51.0868675, -114.0014731 51.0868823, -114.001504 51.0869123, -114.0015217 51.0869296, -114.001539 51.086946))","MULTILINESTRING ((289833.8101774752 5663752.987602051, 289830.0896950669 5663754.453397999, 289826.8067027338 5663755.812263321, 289823.4546006373 5663757.19622179, 289820.0534873381 5663758.582181966, 289816.29372254916 5663760.116405914, 289812.6936414803 5663761.610710732, 289810.6034361419 5663762.809567384, 289807.5724344708 5663765.015624557, 289805.65557672916 5663766.853289724, 289803.90792662045 5663768.884497387, 289802.6609790801 5663770.639153614, 289801.63582291873 5663772.329082232, 289799.608332508 5663775.752552464, 289798.44747983955 5663777.726414084, 289797.3105531349 5663779.599077333))"
